strategy,category,subcategory,allocation_pct
"Multifactor 80 (ETF, QUSLGVMQ, B5YCRP)",Cash,,0.8745
"Multifactor 80 (ETF, QUSLGVMQ, B5YCRP)",Cash,Cash,0.2995
"Multifactor 80 (ETF, QUSLGVMQ, B5YCRP)",Cash,Money Market Taxable,0.575
Multifactor 80 TM (ETF),Equity,,80.0
Multifactor 80 TM (ETF),Equity,US Large Cap Core,28.1578
Multifactor 80 TM (ETF),Equity,US Real Estate,1.304
Multifactor 80 TM (ETF),Equity,US Sector Equity,18.1075
Multifactor 80 TM (ETF),Equity,US Mid Cap Core,2.8299
Multifactor 80 TM (ETF),Equity,US Small Cap Core,8.7964
Multifactor 80 TM (ETF),Equity,Int'l Developed Core,8.397
Multifactor 80 TM (ETF),Equity,Int'l Developed Small/Mid Cap,4.5684
Multifactor 80 TM (ETF),Equity,Emerging Markets Core,7.839
Multifactor 80 TM (ETF),Bonds,,19.1255
Multifactor 80 TM (ETF),Bonds,US Aggregate Bond,8.5504
Multifactor 80 TM (ETF),Bonds,US Treasury,2.7615
Multifactor 80 TM (ETF),Bonds,US Corporate Bond,4.4856
Multifactor 80 TM (ETF),Bonds,Int'l Bond,3.3279
Multifactor 80 TM (ETF),Cash,,0.8745
Multifactor 80 TM (ETF),Cash,Cash,0.2995
Multifactor 80 TM (ETF),Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, All Weather)",Equity,,80.0
"Multifactor 80 TM (ETF, All Weather)",Equity,US Large Cap Core,26.947
"Multifactor 80 TM (ETF, All Weather)",Equity,US Real Estate,1.1656
"Multifactor 80 TM (ETF, All Weather)",Equity,US Sector Equity,15.9182
"Multifactor 80 TM (ETF, All Weather)",Equity,US Mid Cap Core,2.8915
"Multifactor 80 TM (ETF, All Weather)",Equity,US Small Cap Core,8.5797
"Multifactor 80 TM (ETF, All Weather)",Equity,Int'l Developed Core,11.9485
"Multifactor 80 TM (ETF, All Weather)",Equity,Int'l Developed Small/Mid Cap,4.0048
"Multifactor 80 TM (ETF, All Weather)",Equity,Emerging Markets Core,8.5447
"Multifactor 80 TM (ETF, All Weather)",Bonds,,14.4257
"Multifactor 80 TM (ETF, All Weather)",Bonds,US Aggregate Bond,5.7796
"Multifactor 80 TM (ETF, All Weather)",Bonds,US Treasury,3.5505
"Multifactor 80 TM (ETF, All Weather)",Bonds,US Corporate Bond,3.3529
"Multifactor 80 TM (ETF, All Weather)",Bonds,Int'l Bond,1.7427
"Multifactor 80 TM (ETF, All Weather)",Alternative,,4.1236
"Multifactor 80 TM (ETF, All Weather)",Alternative,Private Credit,4.1236
"Multifactor 80 TM (ETF, All Weather)",Cash,,1.4507
"Multifactor 80 TM (ETF, All Weather)",Cash,Cash,0.488
"Multifactor 80 TM (ETF, All Weather)",Cash,Money Market Taxable,0.9627
"Multifactor 80 TM (ETF, N7YMUN)",Equity,,80.0
"Multifactor 80 TM (ETF, N7YMUN)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, N7YMUN)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, N7YMUN)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, N7YMUN)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, N7YMUN)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, N7YMUN)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, N7YMUN)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, N7YMUN)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, N7YMUN)",Bonds,,19.1255
"Multifactor 80 TM (ETF, N7YMUN)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, N7YMUN)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, N7YMUN)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, N7YMUN)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, N7YMUN)",Cash,,0.8745
"Multifactor 80 TM (ETF, N7YMUN)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, N7YMUN)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, QUSLGVMQ)",Equity,,80.0
"Multifactor 80 TM (ETF, QUSLGVMQ)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, QUSLGVMQ)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, QUSLGVMQ)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, QUSLGVMQ)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, QUSLGVMQ)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, QUSLGVMQ)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, QUSLGVMQ)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, QUSLGVMQ)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, QUSLGVMQ)",Bonds,,19.1255
"Multifactor 80 TM (ETF, QUSLGVMQ)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, QUSLGVMQ)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, QUSLGVMQ)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, QUSLGVMQ)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, QUSLGVMQ)",Cash,,0.8745
"Multifactor 80 TM (ETF, QUSLGVMQ)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, QUSLGVMQ)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,,80.0
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Bonds,,19.1255
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Cash,,0.8745
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, QUSLGVMQ, N7YMUN)",Cash,Money Market Taxable,0.575
Multifactor 90 (ETF),Equity,,90.0
Multifactor 90 (ETF),Equity,US Large Cap Core,31.6775
Multifactor 90 (ETF),Equity,US Real Estate,1.467
Multifactor 90 (ETF),Equity,US Sector Equity,20.3709
Multifactor 90 (ETF),Equity,US Mid Cap Core,3.1837
Multifactor 90 (ETF),Equity,US Small Cap Core,9.896
Multifactor 90 (ETF),Equity,Int'l Developed Core,9.4466
Multifactor 90 (ETF),Equity,Int'l Developed Small/Mid Cap,5.1394
Multifactor 90 (ETF),Equity,Emerging Markets Core,8.8189
Multifactor 90 (ETF),Bonds,,9.1255
Multifactor 90 (ETF),Bonds,US Aggregate Bond,4.0797
Multifactor 90 (ETF),Bonds,US Treasury,1.3176
Multifactor 90 (ETF),Bonds,US Corporate Bond,2.1403
Multifactor 90 (ETF),Bonds,Int'l Bond,1.5879
Multifactor 90 (ETF),Cash,,0.8745
Multifactor 90 (ETF),Cash,Cash,0.2995
Multifactor 90 (ETF),Cash,Money Market Taxable,0.575
"Multifactor 90 (ETF, All Weather)",Equity,,90.0
"Multifactor 90 (ETF, All Weather)",Equity,US Large Cap Core,30.3154
"Multifactor 90 (ETF, All Weather)",Equity,US Real Estate,1.3113
"Multifactor 90 (ETF, All Weather)",Equity,US Sector Equity,17.908
"Multifactor 90 (ETF, All Weather)",Equity,US Mid Cap Core,3.2529
"Multifactor 90 (ETF, All Weather)",Equity,US Small Cap Core,9.6522
"Multifactor 90 (ETF, All Weather)",Equity,Int'l Developed Core,13.442
"Multifactor 90 (ETF, All Weather)",Equity,Int'l Developed Small/Mid Cap,4.5054
"Multifactor 90 (ETF, All Weather)",Equity,Emerging Markets Core,9.6128
"Multifactor 90 (ETF, All Weather)",Bonds,,4.4257
"Multifactor 90 (ETF, All Weather)",Bonds,US Aggregate Bond,1.7731
"Multifactor 90 (ETF, All Weather)",Bonds,US Treasury,1.0893
"Multifactor 90 (ETF, All Weather)",Bonds,US Corporate Bond,1.0286
"Multifactor 90 (ETF, All Weather)",Bonds,Int'l Bond,0.5347
"Multifactor 90 (ETF, All Weather)",Alternative,,4.1236
"Multifactor 90 (ETF, All Weather)",Alternative,Private Credit,4.1236
"Multifactor 90 (ETF, All Weather)",Cash,,1.4507
"Multifactor 90 (ETF, All Weather)",Cash,Cash,0.488
"Multifactor 90 (ETF, All Weather)",Cash,Money Market Taxable,0.9627
"Multifactor 90 (ETF, B5YCRP)",Equity,,90.0
"Multifactor 90 (ETF, B5YCRP)",Equity,US Large Cap Core,31.6775
"Multifactor 90 (ETF, B5YCRP)",Equity,US Real Estate,1.467
"Multifactor 90 (ETF, B5YCRP)",Equity,US Sector Equity,20.3709
"Multifactor 90 (ETF, B5YCRP)",Equity,US Mid Cap Core,3.1837
"Multifactor 90 (ETF, B5YCRP)",Equity,US Small Cap Core,9.896
"Multifactor 90 (ETF, B5YCRP)",Equity,Int'l Developed Core,9.4466
"Multifactor 90 (ETF, B5YCRP)",Equity,Int'l Developed Small/Mid Cap,5.1394
"Multifactor 90 (ETF, B5YCRP)",Equity,Emerging Markets Core,8.8189
"Multifactor 90 (ETF, B5YCRP)",Bonds,,9.1255
"Multifactor 90 (ETF, B5YCRP)",Bonds,US Aggregate Bond,4.0797
"Multifactor 90 (ETF, B5YCRP)",Bonds,US Treasury,1.3176
"Multifactor 90 (ETF, B5YCRP)",Bonds,US Corporate Bond,2.1403
"Multifactor 90 (ETF, B5YCRP)",Bonds,Int'l Bond,1.5879
"Multifactor 90 (ETF, B5YCRP)",Cash,,0.8745
"Multifactor 90 (ETF, B5YCRP)",Cash,Cash,0.2995
"Multifactor 90 (ETF, B5YCRP)",Cash,Money Market Taxable,0.575
"Multifactor 90 (ETF, QUSLGVMQ)",Equity,,90.0
"Multifactor 90 (ETF, QUSLGVMQ)",Equity,US Large Cap Core,31.6775
"Multifactor 90 (ETF, QUSLGVMQ)",Equity,US Real Estate,1.467
"Multifactor 90 (ETF, QUSLGVMQ)",Equity,US Sector Equity,20.3709
"Multifactor 90 (ETF, QUSLGVMQ)",Equity,US Mid Cap Core,3.1837
"Multifactor 90 (ETF, QUSLGVMQ)",Equity,US Small Cap Core,9.896
"Multifactor 90 (ETF, QUSLGVMQ)",Equity,Int'l Developed Core,9.4466
"Multifactor 90 (ETF, QUSLGVMQ)",Equity,Int'l Developed Small/Mid Cap,5.1394
"Multifactor 90 (ETF, QUSLGVMQ)",Equity,Emerging Markets Core,8.8189
"Multifactor 90 (ETF, QUSLGVMQ)",Bonds,,9.1255
"Multifactor 90 (ETF, QUSLGVMQ)",Bonds,US Aggregate Bond,4.0797
"Multifactor 90 (ETF, QUSLGVMQ)",Bonds,US Treasury,1.3176
"Multifactor 90 (ETF, QUSLGVMQ)",Bonds,US Corporate Bond,2.1403
"Multifactor 90 (ETF, QUSLGVMQ)",Bonds,Int'l Bond,1.5879
"Multifactor 90 (ETF, QUSLGVMQ)",Cash,,0.8745
"Multifactor 90 (ETF, QUSLGVMQ)",Cash,Cash,0.2995
"Multifactor 90 (ETF, QUSLGVMQ)",Cash,Money Market Taxable,0.575
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Equity,,90.0
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Equity,US Large Cap Core,31.6775
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Equity,US Real Estate,1.467
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Equity,US Sector Equity,20.3709
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Equity,US Mid Cap Core,3.1837
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Equity,US Small Cap Core,9.896
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Equity,Int'l Developed Core,9.4466
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Equity,Int'l Developed Small/Mid Cap,5.1394
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Equity,Emerging Markets Core,8.8189
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Bonds,,9.1255
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Bonds,US Aggregate Bond,4.0797
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Bonds,US Treasury,1.3176
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Bonds,US Corporate Bond,2.1403
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Bonds,Int'l Bond,1.5879
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Cash,,0.8745
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Cash,Cash,0.2995
"Multifactor 90 (ETF, QUSLGVMQ, B5YCRP)",Cash,Money Market Taxable,0.575
Multifactor 90 TM (ETF),Equity,,90.0
Multifactor 90 TM (ETF),Equity,US Large Cap Core,31.6775
Multifactor 90 TM (ETF),Equity,US Real Estate,1.467
Multifactor 90 TM (ETF),Equity,US Sector Equity,20.3709
Multifactor 90 TM (ETF),Equity,US Mid Cap Core,3.1837
Multifactor 90 TM (ETF),Equity,US Small Cap Core,9.896
Multifactor 90 TM (ETF),Equity,Int'l Developed Core,9.4466
Multifactor 90 TM (ETF),Equity,Int'l Developed Small/Mid Cap,5.1394
Multifactor 90 TM (ETF),Equity,Emerging Markets Core,8.8189
Multifactor 90 TM (ETF),Bonds,,9.1255
Multifactor 90 TM (ETF),Bonds,US Aggregate Bond,4.0797
Multifactor 90 TM (ETF),Bonds,US Treasury,1.3176
Multifactor 90 TM (ETF),Bonds,US Corporate Bond,2.1403
Multifactor 90 TM (ETF),Bonds,Int'l Bond,1.5879
Multifactor 90 TM (ETF),Cash,,0.8745
Multifactor 90 TM (ETF),Cash,Cash,0.2995
Multifactor 90 TM (ETF),Cash,Money Market Taxable,0.575
"Multifactor 90 TM (ETF, All Weather)",Equity,,90.0
"Multifactor 90 TM (ETF, All Weather)",Equity,US Large Cap Core,30.3154
"Multifactor 90 TM (ETF, All Weather)",Equity,US Real Estate,1.3113
"Multifactor 90 TM (ETF, All Weather)",Equity,US Sector Equity,17.908
"Multifactor 90 TM (ETF, All Weather)",Equity,US Mid Cap Core,3.2529
"Multifactor 90 TM (ETF, All Weather)",Equity,US Small Cap Core,9.6522
"Multifactor 90 TM (ETF, All Weather)",Equity,Int'l Developed Core,13.442
"Multifactor 90 TM (ETF, All Weather)",Equity,Int'l Developed Small/Mid Cap,4.5054
"Multifactor 90 TM (ETF, All Weather)",Equity,Emerging Markets Core,9.6128
"Multifactor 90 TM (ETF, All Weather)",Bonds,,4.4257
"Multifactor 90 TM (ETF, All Weather)",Bonds,US Aggregate Bond,1.7731
"Multifactor 90 TM (ETF, All Weather)",Bonds,US Treasury,1.0893
"Multifactor 90 TM (ETF, All Weather)",Bonds,US Corporate Bond,1.0286
"Multifactor 90 TM (ETF, All Weather)",Bonds,Int'l Bond,0.5347
"Multifactor 90 TM (ETF, All Weather)",Alternative,,4.1236
"Multifactor 90 TM (ETF, All Weather)",Alternative,Private Credit,4.1236
"Multifactor 90 TM (ETF, All Weather)",Cash,,1.4507
"Multifactor 90 TM (ETF, All Weather)",Cash,Cash,0.488
"Multifactor 90 TM (ETF, All Weather)",Cash,Money Market Taxable,0.9627
"Multifactor 90 TM (ETF, N7YMUN)",Equity,,90.0
"Multifactor 90 TM (ETF, N7YMUN)",Equity,US Large Cap Core,31.6775
"Multifactor 90 TM (ETF, N7YMUN)",Equity,US Real Estate,1.467
"Multifactor 90 TM (ETF, N7YMUN)",Equity,US Sector Equity,20.3709
"Multifactor 90 TM (ETF, N7YMUN)",Equity,US Mid Cap Core,3.1837
"Multifactor 90 TM (ETF, N7YMUN)",Equity,US Small Cap Core,9.896
"Multifactor 90 TM (ETF, N7YMUN)",Equity,Int'l Developed Core,9.4466
"Multifactor 90 TM (ETF, N7YMUN)",Equity,Int'l Developed Small/Mid Cap,5.1394
"Multifactor 90 TM (ETF, N7YMUN)",Equity,Emerging Markets Core,8.8189
"Multifactor 90 TM (ETF, N7YMUN)",Bonds,,9.1255
"Multifactor 90 TM (ETF, N7YMUN)",Bonds,US Aggregate Bond,4.0797
"Multifactor 90 TM (ETF, N7YMUN)",Bonds,US Treasury,1.3176
"Multifactor 90 TM (ETF, N7YMUN)",Bonds,US Corporate Bond,2.1403
"Multifactor 90 TM (ETF, N7YMUN)",Bonds,Int'l Bond,1.5879
"Multifactor 90 TM (ETF, N7YMUN)",Cash,,0.8745
"Multifactor 90 TM (ETF, N7YMUN)",Cash,Cash,0.2995
"Multifactor 90 TM (ETF, N7YMUN)",Cash,Money Market Taxable,0.575
"Multifactor 90 TM (ETF, QUSLGVMQ)",Equity,,90.0
"Multifactor 90 TM (ETF, QUSLGVMQ)",Equity,US Large Cap Core,31.6775
"Multifactor 90 TM (ETF, QUSLGVMQ)",Equity,US Real Estate,1.467
"Multifactor 90 TM (ETF, QUSLGVMQ)",Equity,US Sector Equity,20.3709
"Multifactor 90 TM (ETF, QUSLGVMQ)",Equity,US Mid Cap Core,3.1837
"Multifactor 90 TM (ETF, QUSLGVMQ)",Equity,US Small Cap Core,9.896
"Multifactor 90 TM (ETF, QUSLGVMQ)",Equity,Int'l Developed Core,9.4466
"Multifactor 90 TM (ETF, QUSLGVMQ)",Equity,Int'l Developed Small/Mid Cap,5.1394
"Multifactor 90 TM (ETF, QUSLGVMQ)",Equity,Emerging Markets Core,8.8189
"Multifactor 90 TM (ETF, QUSLGVMQ)",Bonds,,9.1255
"Multifactor 90 TM (ETF, QUSLGVMQ)",Bonds,US Aggregate Bond,4.0797
"Multifactor 90 TM (ETF, QUSLGVMQ)",Bonds,US Treasury,1.3176
"Multifactor 90 TM (ETF, QUSLGVMQ)",Bonds,US Corporate Bond,2.1403
"Multifactor 90 TM (ETF, QUSLGVMQ)",Bonds,Int'l Bond,1.5879
"Multifactor 90 TM (ETF, QUSLGVMQ)",Cash,,0.8745
"Multifactor 90 TM (ETF, QUSLGVMQ)",Cash,Cash,0.2995
"Multifactor 90 TM (ETF, QUSLGVMQ)",Cash,Money Market Taxable,0.575
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,,90.0
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,US Large Cap Core,31.6775
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,US Real Estate,1.467
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,US Sector Equity,20.3709
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,US Mid Cap Core,3.1837
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,US Small Cap Core,9.896
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,Int'l Developed Core,9.4466
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,Int'l Developed Small/Mid Cap,5.1394
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Equity,Emerging Markets Core,8.8189
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Bonds,,9.1255
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Bonds,US Aggregate Bond,4.0797
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Bonds,US Treasury,1.3176
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Bonds,US Corporate Bond,2.1403
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Bonds,Int'l Bond,1.5879
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Cash,,0.8745
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Cash,Cash,0.2995
"Multifactor 90 TM (ETF, QUSLGVMQ, N7YMUN)",Cash,Money Market Taxable,0.575
BlackRock Corporate 1-10 Year,Equity,,
BlackRock Corporate 1-10 Year,Equity,US Large Cap Core,
BlackRock Corporate 1-10 Year,Equity,US Real Estate,
BlackRock Corporate 1-10 Year,Equity,US Sector Equity,
BlackRock Corporate 1-10 Year,Equity,US Mid Cap Core,
BlackRock Corporate 1-10 Year,Equity,US Small Cap Core,
BlackRock Corporate 1-10 Year,Equity,Int'l Developed Core,
BlackRock Corporate 1-10 Year,Equity,Int'l Developed Small/Mid Cap,
BlackRock Corporate 1-10 Year,Equity,Emerging Markets Core,
BlackRock Corporate 1-10 Year,Cash,,0.8745
BlackRock Corporate 1-10 Year,Cash,Cash,0.3862
BlackRock Corporate 1-10 Year,Cash,Money Market Taxable,0.4883
BlackRock Corporate 1-5 Year,Equity,,
BlackRock Corporate 1-5 Year,Equity,US Large Cap Core,
BlackRock Corporate 1-5 Year,Equity,US Real Estate,
BlackRock Corporate 1-5 Year,Equity,US Sector Equity,
BlackRock Corporate 1-5 Year,Equity,US Mid Cap Core,
BlackRock Corporate 1-5 Year,Equity,US Small Cap Core,
BlackRock Corporate 1-5 Year,Equity,Int'l Developed Core,
BlackRock Corporate 1-5 Year,Equity,Int'l Developed Small/Mid Cap,
BlackRock Corporate 1-5 Year,Equity,Emerging Markets Core,
BlackRock Corporate 1-5 Year,Cash,,0.8745
BlackRock Corporate 1-5 Year,Cash,Cash,0.3862
BlackRock Corporate 1-5 Year,Cash,Money Market Taxable,0.4883
BlackRock Municipal 1-10 Year,Equity,,
BlackRock Municipal 1-10 Year,Equity,US Large Cap Core,
BlackRock Municipal 1-10 Year,Equity,US Real Estate,
BlackRock Municipal 1-10 Year,Equity,US Sector Equity,
BlackRock Municipal 1-10 Year,Equity,US Mid Cap Core,
BlackRock Municipal 1-10 Year,Equity,US Small Cap Core,
BlackRock Municipal 1-10 Year,Equity,Int'l Developed Core,
BlackRock Municipal 1-10 Year,Equity,Int'l Developed Small/Mid Cap,
BlackRock Municipal 1-10 Year,Equity,Emerging Markets Core,
BlackRock Municipal 1-10 Year,Cash,,0.8745
BlackRock Municipal 1-10 Year,Cash,Cash,0.3862
BlackRock Municipal 1-10 Year,Cash,Money Market Taxable,0.4883
BlackRock Municipal 1-5 Year,Equity,,
BlackRock Municipal 1-5 Year,Equity,US Large Cap Core,
BlackRock Municipal 1-5 Year,Equity,US Real Estate,
BlackRock Municipal 1-5 Year,Equity,US Sector Equity,
BlackRock Municipal 1-5 Year,Equity,US Mid Cap Core,
BlackRock Municipal 1-5 Year,Equity,US Small Cap Core,
BlackRock Municipal 1-5 Year,Equity,Int'l Developed Core,
BlackRock Municipal 1-5 Year,Equity,Int'l Developed Small/Mid Cap,
BlackRock Municipal 1-5 Year,Equity,Emerging Markets Core,
BlackRock Municipal 1-5 Year,Cash,,0.8745
BlackRock Municipal 1-5 Year,Cash,Cash,0.3862
BlackRock Municipal 1-5 Year,Cash,Money Market Taxable,0.4883
Blended - 00001,Equity,,
Blended - 00001,Equity,US Large Cap Core,
Blended - 00001,Equity,US Real Estate,
Blended - 00001,Equity,US Sector Equity,
Blended - 00001,Equity,US Mid Cap Core,
Blended - 00001,Equity,US Small Cap Core,
Blended - 00001,Equity,Int'l Developed Core,
Blended - 00001,Equity,Int'l Developed Small/Mid Cap,
Blended - 00001,Equity,Emerging Markets Core,
Blended - 00001,Cash,,0.8745
Blended - 00001,Cash,Cash,0.3862
Blended - 00001,Cash,Money Market Taxable,0.4883
Blended - 00002,Equity,,
Blended - 00002,Equity,US Large Cap Core,
Blended - 00002,Equity,US Real Estate,
Blended - 00002,Equity,US Sector Equity,
Blended - 00002,Equity,US Mid Cap Core,
Blended - 00002,Equity,US Small Cap Core,
Blended - 00002,Equity,Int'l Developed Core,
Blended - 00002,Equity,Int'l Developed Small/Mid Cap,
Blended - 00002,Equity,Emerging Markets Core,
Blended - 00002,Cash,,0.8745
Blended - 00002,Cash,Cash,0.3862
Blended - 00002,Cash,Money Market Taxable,0.4883
Blended - 00005,Equity,,
Blended - 00005,Equity,US Large Cap Core,
Blended - 00005,Equity,US Real Estate,
Blended - 00005,Equity,US Sector Equity,
Blended - 00005,Equity,US Mid Cap Core,
Blended - 00005,Equity,US Small Cap Core,
Blended - 00005,Equity,Int'l Developed Core,
Blended - 00005,Equity,Int'l Developed Small/Mid Cap,
Blended - 00005,Equity,Emerging Markets Core,
Blended - 00005,Cash,,0.8745
Blended - 00005,Cash,Cash,0.3862
Blended - 00005,Cash,Money Market Taxable,0.4883
Blended - 00006,Equity,,
Blended - 00006,Equity,US Large Cap Core,
Blended - 00006,Equity,US Real Estate,
Blended - 00006,Equity,US Sector Equity,
Blended - 00006,Equity,US Mid Cap Core,
Blended - 00006,Equity,US Small Cap Core,
Blended - 00006,Equity,Int'l Developed Core,
Blended - 00006,Equity,Int'l Developed Small/Mid Cap,
Blended - 00006,Equity,Emerging Markets Core,
Blended - 00006,Cash,,0.8745
Blended - 00006,Cash,Cash,0.3862
Blended - 00006,Cash,Money Market Taxable,0.4883
Blended - 00008,Equity,,
Blended - 00008,Equity,US Large Cap Core,
Blended - 00008,Equity,US Real Estate,
Blended - 00008,Equity,US Sector Equity,
Blended - 00008,Equity,US Mid Cap Core,
Blended - 00008,Equity,US Small Cap Core,
Blended - 00008,Equity,Int'l Developed Core,
Blended - 00008,Equity,Int'l Developed Small/Mid Cap,
Blended - 00008,Equity,Emerging Markets Core,
Blended - 00008,Cash,,0.8745
Blended - 00008,Cash,Cash,0.3862
Blended - 00008,Cash,Money Market Taxable,0.4883
Blended - 00009,Equity,,
Blended - 00009,Equity,US Large Cap Core,
Blended - 00009,Equity,US Real Estate,
Blended - 00009,Equity,US Sector Equity,
Blended - 00009,Equity,US Mid Cap Core,
Blended - 00009,Equity,US Small Cap Core,
Blended - 00009,Equity,Int'l Developed Core,
Blended - 00009,Equity,Int'l Developed Small/Mid Cap,
Blended - 00009,Equity,Emerging Markets Core,
Blended - 00009,Cash,,0.8745
Blended - 00009,Cash,Cash,0.3862
Blended - 00009,Cash,Money Market Taxable,0.4883
Blended - 00010,Equity,,
Blended - 00010,Equity,US Large Cap Core,
Blended - 00010,Equity,US Real Estate,
Blended - 00010,Equity,US Sector Equity,
Blended - 00010,Equity,US Mid Cap Core,
Blended - 00010,Equity,US Small Cap Core,
Blended - 00010,Equity,Int'l Developed Core,
Blended - 00010,Equity,Int'l Developed Small/Mid Cap,
Blended - 00010,Equity,Emerging Markets Core,
Blended - 00010,Cash,,0.8745
Blended - 00010,Cash,Cash,0.3862
Blended - 00010,Cash,Money Market Taxable,0.4883
Blended - 00011,Equity,,
