strategy,asset_1,asset_2,correlation
Blended - 00120,US Bonds,Int'l Equity,
Blended - 00120,US Bonds,US Bonds,1.0
Blended - 00120,US Bonds,Real Estate,0.1963
Blended - 00120,US Bonds,Commodities,-0.1249
Blended - 00120,Real Estate,US Equity,0.5668
Blended - 00120,Real Estate,Int'l Equity,0.5444
Blended - 00120,Real Estate,US Bonds,0.1963
Blended - 00120,Real Estate,Real Estate,1.0
Blended - 00120,Real Estate,Commodities,0.2951
Blended - 00120,Commodities,US Equity,0.2934
Blended - 00120,Commodities,Int'l Equity,0.384
Blended - 00120,Commodities,US Bonds,-0.1249
Blended - 00120,Commodities,Real Estate,0.2951
Blended - 00120,Commodities,Commodities,1.0
Blended - 00121,US Equity,US Equity,1.0
Blended - 00121,US Equity,Int'l Equity,0.822
Blended - 00121,US Equity,US Bonds,
Blended - 00121,US Equity,Real Estate,0.5677
Blended - 00121,US Equity,Commodities,0.3046
Blended - 00121,Int'l Equity,US Equity,0.822
Blended - 00121,Int'l Equity,Int'l Equity,1.0
Blended - 00121,Int'l Equity,US Bonds,
Blended - 00121,Int'l Equity,Real Estate,0.5548
Blended - 00121,Int'l Equity,Commodities,0.3585
Blended - 00121,US Bonds,US Equity,
Blended - 00121,US Bonds,Int'l Equity,
Blended - 00121,US Bonds,US Bonds,1.0
Blended - 00121,US Bonds,Real Estate,0.1959
Blended - 00121,US Bonds,Commodities,-0.0903
Blended - 00121,Real Estate,US Equity,0.5677
Blended - 00121,Real Estate,Int'l Equity,0.5548
Blended - 00121,Real Estate,US Bonds,0.1959
Blended - 00121,Real Estate,Real Estate,1.0
Blended - 00121,Real Estate,Commodities,0.2508
Blended - 00121,Commodities,US Equity,0.3046
Blended - 00121,Commodities,Int'l Equity,0.3585
Blended - 00121,Commodities,US Bonds,-0.0903
Blended - 00121,Commodities,Real Estate,0.2508
Blended - 00121,Commodities,Commodities,1.0
Blended - 00122,US Equity,US Equity,1.0
Blended - 00122,US Equity,Int'l Equity,0.8091
Blended - 00122,US Equity,US Bonds,
Blended - 00122,US Equity,Real Estate,0.5627
Blended - 00122,US Equity,Commodities,0.3359
Blended - 00122,Int'l Equity,US Equity,0.8091
Blended - 00122,Int'l Equity,Int'l Equity,1.0
Blended - 00122,Int'l Equity,US Bonds,
Blended - 00122,Int'l Equity,Real Estate,0.5566
Blended - 00122,Int'l Equity,Commodities,0.3475
Blended - 00122,US Bonds,US Equity,
Blended - 00122,US Bonds,Int'l Equity,
Blended - 00122,US Bonds,US Bonds,1.0
Blended - 00122,US Bonds,Real Estate,0.2116
Blended - 00122,US Bonds,Commodities,-0.1204
Blended - 00122,Real Estate,US Equity,0.5627
Blended - 00122,Real Estate,Int'l Equity,0.5566
Blended - 00122,Real Estate,US Bonds,0.2116
Blended - 00122,Real Estate,Real Estate,1.0
Blended - 00122,Real Estate,Commodities,0.2629
Blended - 00122,Commodities,US Equity,0.3359
Blended - 00122,Commodities,Int'l Equity,0.3475
Blended - 00122,Commodities,US Bonds,-0.1204
Blended - 00122,Commodities,Real Estate,0.2629
Blended - 00122,Commodities,Commodities,1.0
Blended - 00123,US Equity,US Equity,1.0
Blended - 00123,US Equity,Int'l Equity,0.8247
Blended - 00123,US Equity,US Bonds,
Blended - 00123,US Equity,Real Estate,0.5572
Blended - 00123,US Equity,Commodities,0.3066
Blended - 00123,Int'l Equity,US Equity,0.8247
Blended - 00123,Int'l Equity,Int'l Equity,1.0
Blended - 00123,Int'l Equity,US Bonds,
Blended - 00123,Int'l Equity,Real Estate,0.5194
Blended - 00123,Int'l Equity,Commodities,0.4124
Blended - 00123,US Bonds,US Equity,
Blended - 00123,US Bonds,Int'l Equity,
Blended - 00123,US Bonds,US Bonds,1.0
Blended - 00123,US Bonds,Real Estate,0.2222
Blended - 00123,US Bonds,Commodities,-0.1187
Blended - 00123,Real Estate,US Equity,0.5572
Blended - 00123,Real Estate,Int'l Equity,0.5194
Blended - 00123,Real Estate,US Bonds,0.2222
Blended - 00123,Real Estate,Real Estate,1.0
Blended - 00123,Real Estate,Commodities,0.2801
Blended - 00123,Commodities,US Equity,0.3066
Blended - 00123,Commodities,Int'l Equity,0.4124
Blended - 00123,Commodities,US Bonds,-0.1187
Blended - 00123,Commodities,Real Estate,0.2801
Blended - 00123,Commodities,Commodities,1.0
Blended - 00124,US Equity,US Equity,1.0
Blended - 00124,US Equity,Int'l Equity,0.7918
Blended - 00124,US Equity,US Bonds,
Blended - 00124,US Equity,Real Estate,0.6245
Blended - 00124,US Equity,Commodities,0.3576
Blended - 00124,Int'l Equity,US Equity,0.7918
Blended - 00124,Int'l Equity,Int'l Equity,1.0
Blended - 00124,Int'l Equity,US Bonds,
Blended - 00124,Int'l Equity,Real Estate,0.5145
Blended - 00124,Int'l Equity,Commodities,0.3745
Blended - 00124,US Bonds,US Equity,
Blended - 00124,US Bonds,Int'l Equity,
Blended - 00124,US Bonds,US Bonds,1.0
Blended - 00124,US Bonds,Real Estate,0.2297
Blended - 00124,US Bonds,Commodities,-0.127
Blended - 00124,Real Estate,US Equity,0.6245
Blended - 00124,Real Estate,Int'l Equity,0.5145
Blended - 00124,Real Estate,US Bonds,0.2297
Blended - 00124,Real Estate,Real Estate,1.0
Blended - 00124,Real Estate,Commodities,0.2928
Blended - 00124,Commodities,US Equity,0.3576
Blended - 00124,Commodities,Int'l Equity,0.3745
Blended - 00124,Commodities,US Bonds,-0.127
Blended - 00124,Commodities,Real Estate,0.2928
Blended - 00124,Commodities,Commodities,1.0
Blended - 00125,US Equity,US Equity,1.0
Blended - 00125,US Equity,Int'l Equity,0.8478
Blended - 00125,US Equity,US Bonds,
Blended - 00125,US Equity,Real Estate,0.5847
Blended - 00125,US Equity,Commodities,0.3272
Blended - 00125,Int'l Equity,US Equity,0.8478
Blended - 00125,Int'l Equity,Int'l Equity,1.0
Blended - 00125,Int'l Equity,US Bonds,
Blended - 00125,Int'l Equity,Real Estate,0.5301
Blended - 00125,Int'l Equity,Commodities,0.3799
Blended - 00125,US Bonds,US Equity,
Blended - 00125,US Bonds,Int'l Equity,
Blended - 00125,US Bonds,US Bonds,1.0
Blended - 00125,US Bonds,Real Estate,0.2247
Blended - 00125,US Bonds,Commodities,-0.1446
Blended - 00125,Real Estate,US Equity,0.5847
Blended - 00125,Real Estate,Int'l Equity,0.5301
Blended - 00125,Real Estate,US Bonds,0.2247
Blended - 00125,Real Estate,Real Estate,1.0
Blended - 00125,Real Estate,Commodities,0.3161
Blended - 00125,Commodities,US Equity,0.3272
Blended - 00125,Commodities,Int'l Equity,0.3799
Blended - 00125,Commodities,US Bonds,-0.1446
Blended - 00125,Commodities,Real Estate,0.3161
Blended - 00125,Commodities,Commodities,1.0
Blended - 00126,US Equity,US Equity,1.0
Blended - 00126,US Equity,Int'l Equity,0.7898
Blended - 00126,US Equity,US Bonds,
Blended - 00126,US Equity,Real Estate,0.5921
Blended - 00126,US Equity,Commodities,0.3193
Blended - 00126,Int'l Equity,US Equity,0.7898
Blended - 00126,Int'l Equity,Int'l Equity,1.0
Blended - 00126,Int'l Equity,US Bonds,
Blended - 00126,Int'l Equity,Real Estate,0.5281
Blended - 00126,Int'l Equity,Commodities,0.3952
Blended - 00126,US Bonds,US Equity,
Blended - 00126,US Bonds,Int'l Equity,
Blended - 00126,US Bonds,US Bonds,1.0
Blended - 00126,US Bonds,Real Estate,0.1948
Blended - 00126,US Bonds,Commodities,-0.1373
Blended - 00126,Real Estate,US Equity,0.5921
Blended - 00126,Real Estate,Int'l Equity,0.5281
Blended - 00126,Real Estate,US Bonds,0.1948
Blended - 00126,Real Estate,Real Estate,1.0
Blended - 00126,Real Estate,Commodities,0.3066
Blended - 00126,Commodities,US Equity,0.3193
Blended - 00126,Commodities,Int'l Equity,0.3952
Blended - 00126,Commodities,US Bonds,-0.1373
Blended - 00126,Commodities,Real Estate,0.3066
Blended - 00126,Commodities,Commodities,1.0
Blended - 00127,US Equity,US Equity,1.0
Blended - 00127,US Equity,Int'l Equity,0.8146
Blended - 00127,US Equity,US Bonds,
Blended - 00127,US Equity,Real Estate,0.5882
Blended - 00127,US Equity,Commodities,0.3048
Blended - 00127,Int'l Equity,US Equity,0.8146
Blended - 00127,Int'l Equity,Int'l Equity,1.0
Blended - 00127,Int'l Equity,US Bonds,
Blended - 00127,Int'l Equity,Real Estate,0.503
Blended - 00127,Int'l Equity,Commodities,0.3711
Blended - 00127,US Bonds,US Equity,
Blended - 00127,US Bonds,Int'l Equity,
Blended - 00127,US Bonds,US Bonds,1.0
Blended - 00127,US Bonds,Real Estate,0.1836
Blended - 00127,US Bonds,Commodities,-0.081
Blended - 00127,Real Estate,US Equity,0.5882
Blended - 00127,Real Estate,Int'l Equity,0.503
Blended - 00127,Real Estate,US Bonds,0.1836
Blended - 00127,Real Estate,Real Estate,1.0
Blended - 00127,Real Estate,Commodities,0.2679
Blended - 00127,Commodities,US Equity,0.3048
Blended - 00127,Commodities,Int'l Equity,0.3711
Blended - 00127,Commodities,US Bonds,-0.081
Blended - 00127,Commodities,Real Estate,0.2679
Blended - 00127,Commodities,Commodities,1.0
Blended - 00128,US Equity,US Equity,1.0
Blended - 00128,US Equity,Int'l Equity,0.8482
Blended - 00128,US Equity,US Bonds,
Blended - 00128,US Equity,Real Estate,0.5661
Blended - 00128,US Equity,Commodities,0.2826
Blended - 00128,Int'l Equity,US Equity,0.8482
Blended - 00128,Int'l Equity,Int'l Equity,1.0
Blended - 00128,Int'l Equity,US Bonds,
Blended - 00128,Int'l Equity,Real Estate,0.5127
Blended - 00128,Int'l Equity,Commodities,0.3759
Blended - 00128,US Bonds,US Equity,
Blended - 00128,US Bonds,Int'l Equity,
Blended - 00128,US Bonds,US Bonds,1.0
Blended - 00128,US Bonds,Real Estate,0.1985
Blended - 00128,US Bonds,Commodities,-0.1616
Blended - 00128,Real Estate,US Equity,0.5661
Blended - 00128,Real Estate,Int'l Equity,0.5127
Blended - 00128,Real Estate,US Bonds,0.1985
Blended - 00128,Real Estate,Real Estate,1.0
Blended - 00128,Real Estate,Commodities,0.2788
Blended - 00128,Commodities,US Equity,0.2826
Blended - 00128,Commodities,Int'l Equity,0.3759
Blended - 00128,Commodities,US Bonds,-0.1616
Blended - 00128,Commodities,Real Estate,0.2788
Blended - 00128,Commodities,Commodities,1.0
Blended - 00129,US Equity,US Equity,1.0
Blended - 00129,US Equity,Int'l Equity,0.8435
Blended - 00129,US Equity,US Bonds,
Blended - 00129,US Equity,Real Estate,0.5858
Blended - 00129,US Equity,Commodities,0.3379
Blended - 00129,Int'l Equity,US Equity,0.8435
Blended - 00129,Int'l Equity,Int'l Equity,1.0
Blended - 00129,Int'l Equity,US Bonds,
Blended - 00129,Int'l Equity,Real Estate,0.4992
Blended - 00129,Int'l Equity,Commodities,0.3759
Blended - 00129,US Bonds,US Equity,
Blended - 00129,US Bonds,Int'l Equity,
Blended - 00129,US Bonds,US Bonds,1.0
Blended - 00129,US Bonds,Real Estate,0.2039
Blended - 00129,US Bonds,Commodities,-0.1
Blended - 00129,Real Estate,US Equity,0.5858
Blended - 00129,Real Estate,Int'l Equity,0.4992
Blended - 00129,Real Estate,US Bonds,0.2039
Blended - 00129,Real Estate,Real Estate,1.0
Blended - 00129,Real Estate,Commodities,0.2866
Blended - 00129,Commodities,US Equity,0.3379
Blended - 00129,Commodities,Int'l Equity,0.3759
Blended - 00129,Commodities,US Bonds,-0.1
Blended - 00129,Commodities,Real Estate,0.2866
Blended - 00129,Commodities,Commodities,1.0
Blended - 00131,US Equity,US Equity,1.0
Blended - 00131,US Equity,Int'l Equity,0.8419
Blended - 00131,US Equity,US Bonds,
Blended - 00131,US Equity,Real Estate,0.5719
Blended - 00131,US Equity,Commodities,0.3595
Blended - 00131,Int'l Equity,US Equity,0.8419
Blended - 00131,Int'l Equity,Int'l Equity,1.0
Blended - 00131,Int'l Equity,US Bonds,
Blended - 00131,Int'l Equity,Real Estate,0.5415
Blended - 00131,Int'l Equity,Commodities,0.4065
Blended - 00131,US Bonds,US Equity,
Blended - 00131,US Bonds,Int'l Equity,
Blended - 00131,US Bonds,US Bonds,1.0
Blended - 00131,US Bonds,Real Estate,0.2397
Blended - 00131,US Bonds,Commodities,-0.1096
Blended - 00131,Real Estate,US Equity,0.5719
Blended - 00131,Real Estate,Int'l Equity,0.5415
Blended - 00131,Real Estate,US Bonds,0.2397
Blended - 00131,Real Estate,Real Estate,1.0
Blended - 00131,Real Estate,Commodities,0.2991
Blended - 00131,Commodities,US Equity,0.3595
Blended - 00131,Commodities,Int'l Equity,0.4065
Blended - 00131,Commodities,US Bonds,-0.1096
Blended - 00131,Commodities,Real Estate,0.2991
Blended - 00131,Commodities,Commodities,1.0
Blended - 00132,US Equity,US Equity,1.0
Blended - 00132,US Equity,Int'l Equity,0.845
Blended - 00132,US Equity,US Bonds,
Blended - 00132,US Equity,Real Estate,0.6142
Blended - 00132,US Equity,Commodities,0.3652
Blended - 00132,Int'l Equity,US Equity,0.845
Blended - 00132,Int'l Equity,Int'l Equity,1.0
Blended - 00132,Int'l Equity,US Bonds,
Blended - 00132,Int'l Equity,Real Estate,0.5009
Blended - 00132,Int'l Equity,Commodities,0.379
Blended - 00132,US Bonds,US Equity,
Blended - 00132,US Bonds,Int'l Equity,
Blended - 00132,US Bonds,US Bonds,1.0
Blended - 00132,US Bonds,Real Estate,0.1882
Blended - 00132,US Bonds,Commodities,-0.1503
Blended - 00132,Real Estate,US Equity,0.6142
Blended - 00132,Real Estate,Int'l Equity,0.5009
Blended - 00132,Real Estate,US Bonds,0.1882
Blended - 00132,Real Estate,Real Estate,1.0
Blended - 00132,Real Estate,Commodities,0.2689
Blended - 00132,Commodities,US Equity,0.3652
Blended - 00132,Commodities,Int'l Equity,0.379
Blended - 00132,Commodities,US Bonds,-0.1503
Blended - 00132,Commodities,Real Estate,0.2689
Blended - 00132,Commodities,Commodities,1.0
Blended - 00133,US Equity,US Equity,1.0
Blended - 00133,US Equity,Int'l Equity,0.8476
Blended - 00133,US Equity,US Bonds,
Blended - 00133,US Equity,Real Estate,0.5876
Blended - 00133,US Equity,Commodities,0.2867
Blended - 00133,Int'l Equity,US Equity,0.8476
Blended - 00133,Int'l Equity,Int'l Equity,1.0
Blended - 00133,Int'l Equity,US Bonds,
Blended - 00133,Int'l Equity,Real Estate,0.4813
Blended - 00133,Int'l Equity,Commodities,0.378
Blended - 00133,US Bonds,US Equity,
Blended - 00133,US Bonds,Int'l Equity,
Blended - 00133,US Bonds,US Bonds,1.0
Blended - 00133,US Bonds,Real Estate,0.1932
Blended - 00133,US Bonds,Commodities,-0.1324
Blended - 00133,Real Estate,US Equity,0.5876
Blended - 00133,Real Estate,Int'l Equity,0.4813
Blended - 00133,Real Estate,US Bonds,0.1932
Blended - 00133,Real Estate,Real Estate,1.0
Blended - 00133,Real Estate,Commodities,0.2515
Blended - 00133,Commodities,US Equity,0.2867
Blended - 00133,Commodities,Int'l Equity,0.378
Blended - 00133,Commodities,US Bonds,-0.1324
Blended - 00133,Commodities,Real Estate,0.2515
Blended - 00133,Commodities,Commodities,1.0
Blended - 00134,US Equity,US Equity,1.0
Blended - 00134,US Equity,Int'l Equity,0.7921
Blended - 00134,US Equity,US Bonds,
Blended - 00134,US Equity,Real Estate,0.5699
Blended - 00134,US Equity,Commodities,0.3624
Blended - 00134,Int'l Equity,US Equity,0.7921
Blended - 00134,Int'l Equity,Int'l Equity,1.0
Blended - 00134,Int'l Equity,US Bonds,
Blended - 00134,Int'l Equity,Real Estate,0.5364
Blended - 00134,Int'l Equity,Commodities,0.3647
Blended - 00134,US Bonds,US Equity,
Blended - 00134,US Bonds,Int'l Equity,
Blended - 00134,US Bonds,US Bonds,1.0
Blended - 00134,US Bonds,Real Estate,0.2135
Blended - 00134,US Bonds,Commodities,-0.1327
Blended - 00134,Real Estate,US Equity,0.5699
Blended - 00134,Real Estate,Int'l Equity,0.5364
Blended - 00134,Real Estate,US Bonds,0.2135
Blended - 00134,Real Estate,Real Estate,1.0
Blended - 00134,Real Estate,Commodities,0.276
Blended - 00134,Commodities,US Equity,0.3624
Blended - 00134,Commodities,Int'l Equity,0.3647
Blended - 00134,Commodities,US Bonds,-0.1327
Blended - 00134,Commodities,Real Estate,0.276
Blended - 00134,Commodities,Commodities,1.0
Blended - 00135,US Equity,US Equity,1.0
Blended - 00135,US Equity,Int'l Equity,0.8115
Blended - 00135,US Equity,US Bonds,
Blended - 00135,US Equity,Real Estate,0.567
Blended - 00135,US Equity,Commodities,0.3252
Blended - 00135,Int'l Equity,US Equity,0.8115
Blended - 00135,Int'l Equity,Int'l Equity,1.0
Blended - 00135,Int'l Equity,US Bonds,
Blended - 00135,Int'l Equity,Real Estate,0.5415
Blended - 00135,Int'l Equity,Commodities,0.3875
Blended - 00135,US Bonds,US Equity,
Blended - 00135,US Bonds,Int'l Equity,
Blended - 00135,US Bonds,US Bonds,1.0
Blended - 00135,US Bonds,Real Estate,0.2235
Blended - 00135,US Bonds,Commodities,-0.1161
Blended - 00135,Real Estate,US Equity,0.567
Blended - 00135,Real Estate,Int'l Equity,0.5415
Blended - 00135,Real Estate,US Bonds,0.2235
Blended - 00135,Real Estate,Real Estate,1.0
Blended - 00135,Real Estate,Commodities,0.2909
Blended - 00135,Commodities,US Equity,0.3252
Blended - 00135,Commodities,Int'l Equity,0.3875
Blended - 00135,Commodities,US Bonds,-0.1161
Blended - 00135,Commodities,Real Estate,0.2909
Blended - 00135,Commodities,Commodities,1.0
Blended - 00136,US Equity,US Equity,1.0
Blended - 00136,US Equity,Int'l Equity,0.8314
Blended - 00136,US Equity,US Bonds,
Blended - 00136,US Equity,Real Estate,0.5826
Blended - 00136,US Equity,Commodities,0.3227
Blended - 00136,Int'l Equity,US Equity,0.8314
Blended - 00136,Int'l Equity,Int'l Equity,1.0
Blended - 00136,Int'l Equity,US Bonds,
Blended - 00136,Int'l Equity,Real Estate,0.5331
Blended - 00136,Int'l Equity,Commodities,0.3481
Blended - 00136,US Bonds,US Equity,
Blended - 00136,US Bonds,Int'l Equity,
Blended - 00136,US Bonds,US Bonds,1.0
Blended - 00136,US Bonds,Real Estate,0.2381
Blended - 00136,US Bonds,Commodities,-0.1294
Blended - 00136,Real Estate,US Equity,0.5826
Blended - 00136,Real Estate,Int'l Equity,0.5331
Blended - 00136,Real Estate,US Bonds,0.2381
Blended - 00136,Real Estate,Real Estate,1.0
Blended - 00136,Real Estate,Commodities,0.3254
Blended - 00136,Commodities,US Equity,0.3227
Blended - 00136,Commodities,Int'l Equity,0.3481
Blended - 00136,Commodities,US Bonds,-0.1294
Blended - 00136,Commodities,Real Estate,0.3254
Blended - 00136,Commodities,Commodities,1.0
Blended - 00137,US Equity,US Equity,1.0
Blended - 00137,US Equity,Int'l Equity,0.8282
Blended - 00137,US Equity,US Bonds,
Blended - 00137,US Equity,Real Estate,0.5707
Blended - 00137,US Equity,Commodities,0.3137
Blended - 00137,Int'l Equity,US Equity,0.8282
Blended - 00137,Int'l Equity,Int'l Equity,1.0
Blended - 00137,Int'l Equity,US Bonds,
Blended - 00137,Int'l Equity,Real Estate,0.521
Blended - 00137,Int'l Equity,Commodities,0.3466
Blended - 00137,US Bonds,US Equity,
Blended - 00137,US Bonds,Int'l Equity,
Blended - 00137,US Bonds,US Bonds,1.0
Blended - 00137,US Bonds,Real Estate,0.2316
Blended - 00137,US Bonds,Commodities,-0.0976
Blended - 00137,Real Estate,US Equity,0.5707
Blended - 00137,Real Estate,Int'l Equity,0.521
Blended - 00137,Real Estate,US Bonds,0.2316
Blended - 00137,Real Estate,Real Estate,1.0
Blended - 00137,Real Estate,Commodities,0.2959
Blended - 00137,Commodities,US Equity,0.3137
Blended - 00137,Commodities,Int'l Equity,0.3466
Blended - 00137,Commodities,US Bonds,-0.0976
Blended - 00137,Commodities,Real Estate,0.2959
Blended - 00137,Commodities,Commodities,1.0
Blended - 00138,US Equity,US Equity,1.0
Blended - 00138,US Equity,Int'l Equity,0.8079
Blended - 00138,US Equity,US Bonds,
Blended - 00138,US Equity,Real Estate,0.5832
Blended - 00138,US Equity,Commodities,0.323
Blended - 00138,Int'l Equity,US Equity,0.8079
Blended - 00138,Int'l Equity,Int'l Equity,1.0
Blended - 00138,Int'l Equity,US Bonds,
Blended - 00138,Int'l Equity,Real Estate,0.5415
Blended - 00138,Int'l Equity,Commodities,0.4184
Blended - 00138,US Bonds,US Equity,
Blended - 00138,US Bonds,Int'l Equity,
Blended - 00138,US Bonds,US Bonds,1.0
Blended - 00138,US Bonds,Real Estate,0.2131
Blended - 00138,US Bonds,Commodities,-0.1078
Blended - 00138,Real Estate,US Equity,0.5832
Blended - 00138,Real Estate,Int'l Equity,0.5415
Blended - 00138,Real Estate,US Bonds,0.2131
Blended - 00138,Real Estate,Real Estate,1.0
Blended - 00138,Real Estate,Commodities,0.2803
Blended - 00138,Commodities,US Equity,0.323
Blended - 00138,Commodities,Int'l Equity,0.4184
Blended - 00138,Commodities,US Bonds,-0.1078
Blended - 00138,Commodities,Real Estate,0.2803
Blended - 00138,Commodities,Commodities,1.0
Blended - 00139,US Equity,US Equity,1.0
Blended - 00139,US Equity,Int'l Equity,0.8199
Blended - 00139,US Equity,US Bonds,
Blended - 00139,US Equity,Real Estate,0.5681
Blended - 00139,US Equity,Commodities,0.3065
Blended - 00139,Int'l Equity,US Equity,0.8199
Blended - 00139,Int'l Equity,Int'l Equity,1.0
Blended - 00139,Int'l Equity,US Bonds,
Blended - 00139,Int'l Equity,Real Estate,0.5156
